"GEO_ID","NAME","B19013_001E","B19013_001M",
"0500000US37135","Orange County, North Carolina","81212","6067",
"0500000US37141","Pender County, North Carolina","81141","13230",
"0500000US37147","Pitt County, North Carolina","57031","4875",
"0500000US37151","Randolph County, North Carolina","62607","3935",
"0500000US37155","Robeson County, North Carolina","45740","3419",
"0500000US37157","Rockingham County, North Carolina","52254","5938",
"0500000US37159","Rowan County, North Carolina","65173","4427",
"0500000US37161","Rutherford County, North Carolina","56832","7943",
"0500000US37167","Stanly County, North Carolina","59681","7955",
"0500000US37171","Surry County, North Carolina","53456","3600",
"0500000US37179","Union County, North Carolina","106959","9146",
"0500000US37183","Wake County, North Carolina","106848","2964",
"0500000US37191","Wayne County, North Carolina","59562","3880",
"0500000US37193","Wilkes County, North Carolina","53189","5404",
"0500000US37195","Wilson County, North Carolina","64769","8059",
"0500000US38015","Burleigh County, North Dakota","88701","12407",
"0500000US38017","Cass County, North Dakota","76056","4135",
"0500000US38035","Grand Forks County, North Dakota","67290","7363",
"0500000US38101","Ward County, North Dakota","69069","10541",
"0500000US39003","Allen County, Ohio","67668","2951",
"0500000US39007","Ashtabula County, Ohio","59601","4541",
"0500000US39013","Belmont County, Ohio","57111","5272",
"0500000US39017","Butler County, Ohio","80423","2347",
"0500000US39023","Clark County, Ohio","64897","7388",
"0500000US39025","Clermont County, Ohio","87952","4736",
"0500000US39029","Columbiana County, Ohio","58360","3764",
"0500000US39035","Cuyahoga County, Ohio","65974","1463",
"0500000US39041","Delaware County, Ohio","132530","10720",
"0500000US39043","Erie County, Ohio","73306","8715",
"0500000US39045","Fairfield County, Ohio","91034","4752",
"0500000US39049","Franklin County, Ohio","76536","1656",
"0500000US39055","Geauga County, Ohio","111717","8108",
"0500000US39057","Greene County, Ohio","86466","7867",
"0500000US39061","Hamilton County, Ohio","72728","3430",
"0500000US39063","Hancock County, Ohio","81810","6679",
"0500000US39085","Lake County, Ohio","84604","4077",
"0500000US39089","Licking County, Ohio","86569","3718",
"0500000US39093","Lorain County, Ohio","78911","4291",
"0500000US39095","Lucas County, Ohio","63575","2321",
"0500000US39099","Mahoning County, Ohio","57167","3290",
"0500000US39101","Marion County, Ohio","62268","6046",
"0500000US39103","Medina County, Ohio","92523","3916",
"0500000US39109","Miami County, Ohio","84845","6576",
"0500000US39113","Montgomery County, Ohio","65985","2930",
"0500000US39119","Muskingum County, Ohio","61026","7635",
"0500000US39133","Portage County, Ohio","80174","7588",
"0500000US39139","Richland County, Ohio","66312","3950",
"0500000US39141","Ross County, Ohio","67743","5279",
"0500000US39145","Scioto County, Ohio","54431","6877",
"0500000US39151","Stark County, Ohio","69276","3373",
"0500000US39153","Summit County, Ohio","69797","3127",
"0500000US39155","Trumbull County, Ohio","59073","4598",
"0500000US39157","Tuscarawas County, Ohio","65805","3400",
"0500000US39159","Union County, Ohio","122893","15390",
"0500000US39165","Warren County, Ohio","111952","7729",
"0500000US39169","Wayne County, Ohio","68401","7121",
"0500000US39173","Wood County, Ohio","75066","6203",
"0500000US40017","Canadian County, Oklahoma","90915","5106",
"0500000US40027","Cleveland County, Oklahoma","78073","5473",
"0500000US40031","Comanche County, Oklahoma","62228","2623",
"0500000US40037","Creek County, Oklahoma","61350","2445",
"0500000US40101","Muskogee County, Oklahoma","55593","4148",
"0500000US40109","Oklahoma County, Oklahoma","67767","2271",
"0500000US40119","Payne County, Oklahoma","52099","3999",
"0500000US40125","Pottawatomie County, Oklahoma","61352","4203",
"0500000US40131","Rogers County, Oklahoma","80449","4443",
"0500000US40143","Tulsa County, Oklahoma","69951","1392",
"0500000US40145","Wagoner County, Oklahoma","81734","7022",
"0500000US41003","Benton County, Oregon","79179","9019",
"0500000US41005","Clackamas County, Oregon","103827","4632",
"0500000US41017","Deschutes County, Oregon","100742","6280",
"0500000US41019","Douglas County, Oregon","60930","4141",
"0500000US41029","Jackson County, Oregon","74653","4706",
"0500000US41033","Josephine County, Oregon","59711","10516",
"0500000US41035","Klamath County, Oregon","66338","6433",
"0500000US41039","Lane County, Oregon","73476","3688",
"0500000US41043","Linn County, Oregon","80422","7200",
"0500000US41047","Marion County, Oregon","80682","3062",
"0500000US41051","Multnomah County, Oregon","90740","2195",
"0500000US41053","Polk County, Oregon","99349","7823",
"0500000US41059","Umatilla County, Oregon","67518","3922",
"0500000US41067","Washington County, Oregon","107378","3725",
"0500000US41071","Yamhill County, Oregon","94131","6016",
"0500000US42001","Adams County, Pennsylvania","86279","3353",
"0500000US42003","Allegheny County, Pennsylvania","81071","1995",
"0500000US42005","Armstrong County, Pennsylvania","62986","5790",
"0500000US42007","Beaver County, Pennsylvania","73877","5064",
"0500000US42011","Berks County, Pennsylvania","78074","3457",
"0500000US42013","Blair County, Pennsylvania","66994","4540",
"0500000US42017","Bucks County, Pennsylvania","112678","4577",
"0500000US42019","Butler County, Pennsylvania","96564","5073",
"0500000US42021","Cambria County, Pennsylvania","61786","3117",
"0500000US42025","Carbon County, Pennsylvania","63082","8433",
"0500000US42027","Centre County, Pennsylvania","77110","5451",
"0500000US42029","Chester County, Pennsylvania","131424","5797",
"0500000US42033","Clearfield County, Pennsylvania","60280","6641",
"0500000US42037","Columbia County, Pennsylvania","64360","5121",
"0500000US42039","Crawford County, Pennsylvania","57679","4006",
"0500000US42041","Cumberland County, Pennsylvania","91164","3980",
"0500000US42043","Dauphin County, Pennsylvania","72737","3160",
"0500000US42045","Delaware County, Pennsylvania","90088","3735",
"0500000US42049","Erie County, Pennsylvania","63322","5262",
"0500000US42051","Fayette County, Pennsylvania","61936","5264",
"0500000US42055","Franklin County, Pennsylvania","74019","5531",
"0500000US42063","Indiana County, Pennsylvania","62945","5954",
"0500000US42069","Lackawanna County, Pennsylvania","67926","4564",
"0500000US42071","Lancaster County, Pennsylvania","85802","2767",
"0500000US42073","Lawrence County, Pennsylvania","58162","4200",
"0500000US42075","Lebanon County, Pennsylvania","72275","7236",
"0500000US42077","Lehigh County, Pennsylvania","81270","4346",
"0500000US42079","Luzerne County, Pennsylvania","67192","3884",
"0500000US42081","Lycoming County, Pennsylvania","60403","2791",
"0500000US42085","Mercer County, Pennsylvania","60030","4859",
"0500000US42089","Monroe County, Pennsylvania","76336","4188",
"0500000US42091","Montgomery County, Pennsylvania","111855","3335",
"0500000US42095","Northampton County, Pennsylvania","90185","3603",
"0500000US42097","Northumberland County, Pennsylvania","62252","3226",
"0500000US42101","Philadelphia County, Pennsylvania","60521","1851",
"0500000US42107","Schuylkill County, Pennsylvania","69320","3169",
"0500000US42111","Somerset County, Pennsylvania","63164","4486",
"0500000US42125","Washington County, Pennsylvania","76488","3509",
"0500000US42129","Westmoreland County, Pennsylvania","75738","3163",
"0500000US42133","York County, Pennsylvania","81453","2464",
"0500000US44003","Kent County, Rhode Island","96090","13521",
"0500000US44005","Newport County, Rhode Island","99856","12561",
"0500000US44007","Providence County, Rhode Island","73977","3314",
"0500000US44009","Washington County, Rhode Island","107444","7707",
"0500000US45003","Aiken County, South Carolina","70922","6200",
"0500000US45007","Anderson County, South Carolina","70226","5678",
"0500000US45013","Beaufort County, South Carolina","90509","5240",
"0500000US45015","Berkeley County, South Carolina","86658","5612",
"0500000US45019","Charleston County, South Carolina","93911","4499",
"0500000US45035","Dorchester County, South Carolina","83907","9114",
"0500000US45041","Florence County, South Carolina","60983","5422",
"0500000US45043","Georgetown County, South Carolina","64921","8344",
"0500000US45045","Greenville County, South Carolina","82648","1963",
"0500000US45047","Greenwood County, South Carolina","55022","6192",
"0500000US45051","Horry County, South Carolina","68534","3752",
"0500000US45055","Kershaw County, South Carolina","74740","9069",
"0500000US45057","Lancaster County, South Carolina","84037","7086",
"0500000US45059","Laurens County, South Carolina","63986","9572",
"0500000US45063","Lexington County, South Carolina","78447","2817",
"0500000US45073","Oconee County, South Carolina","66492","9543",
"0500000US45075","Orangeburg County, South Carolina","53885","6030",
"0500000US45077","Pickens County, South Carolina","63703","5374",
"0500000US45079","Richland County, South Carolina","65909","3445",
"0500000US45083","Spartanburg County, South Carolina","69927","3057",
"0500000US45085","Sumter County, South Carolina","56824","4701",
"0500000US45091","York County, South Carolina","94354","4646",
"0500000US46083","Lincoln County, South Dakota","98972","8286",
"0500000US46099","Minnehaha County, South Dakota","77288","6800",
"0500000US46103","Pennington County, South Dakota","79250","5011",
"0500000US47001","Anderson County, Tennessee","73411","5601",
"0500000US47009","Blount County, Tennessee","78369","5564",
"0500000US47011","Bradley County, Tennessee","72455","5900",
"0500000US47035","Cumberland County, Tennessee","63461","6616",
"0500000US47037","Davidson County, Tennessee","80700","2385",
"0500000US47059","Greene County, Tennessee","61802","9587",
"0500000US47063","Hamblen County, Tennessee","59688","7230",
"0500000US47065","Hamilton County, Tennessee","78629","3730",
"0500000US47093","Knox County, Tennessee","75210","2684",
"0500000US47113","Madison County, Tennessee","62333","6427",
"0500000US47119","Maury County, Tennessee","82449","7898",
"0500000US47125","Montgomery County, Tennessee","79730","5382",
"0500000US47141","Putnam County, Tennessee","60552","7658",
"0500000US47147","Robertson County, Tennessee","80732","5148",
"0500000US47149","Rutherford County, Tennessee","90240","5756",
"0500000US47155","Sevier County, Tennessee","61683","5424",
"0500000US47157","Shelby County, Tennessee","64995","2371",
"0500000US47163","Sullivan County, Tennessee","66310","5301",
"0500000US47165","Sumner County, Tennessee","95997","2606",
"0500000US47179","Washington County, Tennessee","63355","5507",
"0500000US47187","Williamson County, Tennessee","144845","7391",
"0500000US47189","Wilson County, Tennessee","93162","8211",
"0500000US48005","Angelina County, Texas","63719","6248",
"0500000US48021","Bastrop County, Texas","85090","9328",
"0500000US48027","Bell County, Texas","68731","3709",
"0500000US48029","Bexar County, Texas","72568","2015",
"0500000US48037","Bowie County, Texas","63370","7263",
"0500000US48039","Brazoria County, Texas","101038","4238",
"0500000US48041","Brazos County, Texas","60973","3311",
"0500000US48061","Cameron County, Texas","53267","3027",
"0500000US48085","Collin County, Texas","124316","3398",
"0500000US48091","Comal County, Texas","110408","9317",
"0500000US48099","Coryell County, Texas","63953","8907",
"0500000US48113","Dallas County, Texas","78932","2070",
"0500000US48121","Denton County, Texas","117164","4013",
"0500000US48135","Ector County, Texas","78058","7491",
"0500000US48139","Ellis County, Texas","100052","4092",
"0500000US48141","El Paso County, Texas","59888","2555",
"0500000US48157","Fort Bend County, Texas","114876","5263",
"0500000US48167","Galveston County, Texas","87495","6904",
"0500000US48181","Grayson County, Texas","72260","5497",
"0500000US48183","Gregg County, Texas","60940","8805",
"0500000US48187","Guadalupe County, Texas","90871","3287",
"0500000US48201","Harris County, Texas","74629","1323",
"0500000US48203","Harrison County, Texas","63721","5513",
"0500000US48209","Hays County, Texas","90182","4324",
"0500000US48213","Henderson County, Texas","61275","4568",
"0500000US48215","Hidalgo County, Texas","56720","2766",
"0500000US48221","Hood County, Texas","87411","12099",
"0500000US48231","Hunt County, Texas","83624","3001",
"0500000US48245","Jefferson County, Texas","59086","6280",
"0500000US48251","Johnson County, Texas","86574","4662",
"0500000US48257","Kaufman County, Texas","89860","6796",
"0500000US48291","Liberty County, Texas","60963","13112",
"0500000US48303","Lubbock County, Texas","64383","2782",
"0500000US48309","McLennan County, Texas","68446","4279",
"0500000US48329","Midland County, Texas","89472","12449",
"0500000US48339","Montgomery County, Texas","94203","4745",
"0500000US48347","Nacogdoches County, Texas","54591","6194",
"0500000US48355","Nueces County, Texas","66927","3287",
"0500000US48361","Orange County, Texas","74447","7244",
"0500000US48367","Parker County, Texas","100056","8690",
"0500000US48375","Potter County, Texas","51322","4901",
"0500000US48381","Randall County, Texas","82861","4944",
"0500000US48397","Rockwall County, Texas","115884","7936",
"0500000US48409","San Patricio County, Texas","72381","8589",
"0500000US48423","Smith County, Texas","76087","3914",
"0500000US48427","Starr County, Texas","32157","6490",
"0500000US48439","Tarrant County, Texas","85197","2023",
"0500000US48441","Taylor County, Texas","62439","7994",
"0500000US48451","Tom Green County, Texas","69473","5007",
"0500000US48453","Travis County, Texas","97013","3606",
"0500000US48467","Van Zandt County, Texas","64899","13660",
"0500000US48469","Victoria County, Texas","66902","6317",
"0500000US48471","Walker County, Texas","56893","4765",
"0500000US48473","Waller County, Texas","84224","10569",
"0500000US48479","Webb County, Texas","60580","5180",
"0500000US48485","Wichita County, Texas","66070","3513",
"0500000US48491","Williamson County, Texas","112004","4529",
"0500000US48497","Wise County, Texas","98981","6888",
"0500000US49005","Cache County, Utah","81078","4200",
"0500000US49011","Davis County, Utah","106486","4234",
"0500000US49021","Iron County, Utah","75632","10404",
"0500000US49035","Salt Lake County, Utah","99353","2704",
"0500000US49045","Tooele County, Utah","112942","3972",
"0500000US49049","Utah County, Utah","100592","2733",
"0500000US49053","Washington County, Utah","86983","5100",
"0500000US49057","Weber County, Utah","88515","5722",
"0500000US50007","Chittenden County, Vermont","91144","8496",
"0500000US51003","Albemarle County, Virginia","102262","6993",
"0500000US51013","Arlington County, Virginia","133582","5890",
"0500000US51015","Augusta County, Virginia","80163","10619",
"0500000US51019","Bedford County, Virginia","77770","7564",
"0500000US51041","Chesterfield County, Virginia","101543","3038",
"0500000US51059","Fairfax County, Virginia","154545","3744",
"0500000US51061","Fauquier County, Virginia","119559","11901",
"0500000US51069","Frederick County, Virginia","95458","7064",
"0500000US51085","Hanover County, Virginia","118777","8058",
"0500000US51087","Henrico County, Virginia","83858","4075",
"0500000US51095","James City County, Virginia","112920","6884",
"0500000US51107","Loudoun County, Virginia","177567","9463",
"0500000US51121","Montgomery County, Virginia","70770","6787",
"0500000US51153","Prince William County, Virginia","129527","5131",
"0500000US51161","Roanoke County, Virginia","85549","8297",
"0500000US51165","Rockingham County, Virginia","81918","3821",
"0500000US51177","Spotsylvania County, Virginia","109560","10063",
"0500000US51179","Stafford County, Virginia","138093","9284",
"0500000US51199","York County, Virginia","108815","12867",
"0500000US51510","Alexandria city, Virginia","124593","4360",
"0500000US51550","Chesapeake city, Virginia","89265","8093",
"0500000US51650","Hampton city, Virginia","69277","5095",
"0500000US51680","Lynchburg city, Virginia","56983","8269",
"0500000US51700","Newport News city, Virginia","68927","4526",
"0500000US51710","Norfolk city, Virginia","65797","3864",
"0500000US51740","Portsmouth city, Virginia","63413","7282",
"0500000US51760","Richmond city, Virginia","63390","5113",
"0500000US51770","Roanoke city, Virginia","60456","3417",
"0500000US51800","Suffolk city, Virginia","97690","8774",
"0500000US51810","Virginia Beach city, Virginia","94579","3285",
"0500000US53005","Benton County, Washington","91356","4378",
"0500000US53007","Chelan County, Washington","83119","9725",
"0500000US53009","Clallam County, Washington","73993","7523",
"0500000US53011","Clark County, Washington","99638","4083",
"0500000US53015","Cowlitz County, Washington","78460","10377",
"0500000US53021","Franklin County, Washington","81604","8757",
"0500000US53025","Grant County, Washington","73085","7365",
"0500000US53027","Grays Harbor County, Washington","59619","6181",
"0500000US53029","Island County, Washington","87695","8948",
"0500000US53033","King County, Washington","122080","2417",
"0500000US53035","Kitsap County, Washington","109052","3906",
"0500000US53041","Lewis County, Washington","79285","4983",
"0500000US53045","Mason County, Washington","88999","11517",
"0500000US53053","Pierce County, Washington","100529","2476",
"0500000US53057","Skagit County, Washington","91204","6555",
"0500000US53061","Snohomish County, Washington","109165","2676",
"0500000US53063","Spokane County, Washington","86205","3392",
"0500000US53067","Thurston County, Washington","98264","5612",
"0500000US53073","Whatcom County, Washington","86162","7154",
"0500000US53077","Yakima County, Washington","75399","5440",
"0500000US54003","Berkeley County, West Virginia","82494","6570",
"0500000US54011","Cabell County, West Virginia","58728","6704",
"0500000US54033","Harrison County, West Virginia","62999","6747",
"0500000US54039","Kanawha County, West Virginia","62539","4575",
"0500000US54061","Monongalia County, West Virginia","66873","5938",
"0500000US54081","Raleigh County, West Virginia","55345","9117",
"0500000US54107","Wood County, West Virginia","55911","6976",
"0500000US55009","Brown County, Wisconsin","80463","2488",
"0500000US55017","Chippewa County, Wisconsin","68003","7584",
"0500000US55025","Dane County, Wisconsin","90999","2787",
"0500000US55027","Dodge County, Wisconsin","78548","3719",
"0500000US55035","Eau Claire County, Wisconsin","78289","7144",
"0500000US55039","Fond du Lac County, Wisconsin","74782","5805",
"0500000US55055","Jefferson County, Wisconsin","84139","4372",
"0500000US55059","Kenosha County, Wisconsin","83529","4690",
"0500000US55063","La Crosse County, Wisconsin","76021","6354",
"0500000US55071","Manitowoc County, Wisconsin","68461","6083",
"0500000US55073","Marathon County, Wisconsin","78721","3956",
"0500000US55079","Milwaukee County, Wisconsin","66215","2144",
"0500000US55087","Outagamie County, Wisconsin","81883","3313",
"0500000US55089","Ozaukee County, Wisconsin","99621","8955",
"0500000US55097","Portage County, Wisconsin","72996","5115",
"0500000US55101","Racine County, Wisconsin","77830","6527",
"0500000US55105","Rock County, Wisconsin","70556","7025",
"0500000US55109","St. Croix County, Wisconsin","97229","5360",
"0500000US55111","Sauk County, Wisconsin","76642","4325",
"0500000US55117","Sheboygan County, Wisconsin","71992","6242",
"0500000US55127","Walworth County, Wisconsin","82147","4926",
"0500000US55131","Washington County, Wisconsin","86189","6109",
"0500000US55133","Waukesha County, Wisconsin","103032","3162",
"0500000US55139","Winnebago County, Wisconsin","71146","3718",
"0500000US55141","Wood County, Wisconsin","64400","8015",
"0500000US56021","Laramie County, Wyoming","83258","6017",
"0500000US56025","Natrona County, Wyoming","71381","7775",
"0500000US72013","Arecibo Municipio, Puerto Rico","22309","2828",
"0500000US72021","Bayamón Municipio, Puerto Rico","32481","2719",
"0500000US72025","Caguas Municipio, Puerto Rico","33859","3416",
"0500000US72031","Carolina Municipio, Puerto Rico","35868","3800",
"0500000US72061","Guaynabo Municipio, Puerto Rico","44659","4841",
"0500000US72097","Mayagüez Municipio, Puerto Rico","16803","2658",
"0500000US72113","Ponce Municipio, Puerto Rico","22210","2563",
"0500000US72127","San Juan Municipio, Puerto Rico","30447","1951",
"0500000US72135","Toa Alta Municipio, Puerto Rico","40321","4984",
"0500000US72137","Toa Baja Municipio, Puerto Rico","33420","5376",
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","38457","5965",
